version	package	cbo	aff	eff	lcom	mf	cs
1.9.0	org.apache.tools.ant.listener	4	1	16	0.9166666666666666	0.3	-28
1.9.0	org.apache.tools.ant.loader	2	1	3	1.0	0.0	-1
1.9.0	org.apache.tools.ant.property	1	13	6	0.8392857142857143	0.35294117647058826	-10
1.9.0	org.apache.tools.ant.taskdefs	23	94	195	0.9937061755512376	0.3876843018213356	-34887
1.9.0	org.apache.tools.ant.taskdefs.compilers	5	2	22	0.8846153846153846	0.32558139534883723	-49
1.9.0	org.apache.tools.ant.taskdefs.condition	8	39	37	0.9485887096774194	0.42323651452282157	-404
1.9.0	org.apache.tools.ant.taskdefs.cvslib	4	0	13	0.8727272727272727	0.5185185185185185	-27
1.9.0	org.apache.tools.ant.taskdefs.email	5	3	15	0.7321428571428571	0.5357142857142857	0
1.9.0	org.apache.tools.ant.taskdefs.launcher	4	2	5	0.7555555555555555	0.6875	-15
1.9.0	org.apache.tools.ant.taskdefs.optional	10	9	67	0.951058201058201	0.31759656652360513	-334
1.9.0	org.apache.tools.ant.taskdefs.optional.ccm	4	0	12	0.8571428571428571	0.3	-9
1.9.0	org.apache.tools.ant.taskdefs.optional.clearcase	5	0	12	0.9285714285714286	0.22413793103448276	-65
1.9.0	org.apache.tools.ant.taskdefs.optional.depend	6	0	14	0.8055555555555556	0.6511627906976745	-12
1.9.0	org.apache.tools.ant.taskdefs.optional.depend.constantpool	0	1	0	0.7941176470588235	0.9767441860465116	-61
1.9.0	org.apache.tools.ant.taskdefs.optional.ejb	5	0	22	0.8789173789173789	0.6589147286821705	-223
1.9.0	org.apache.tools.ant.taskdefs.optional.extension	4	3	12	0.8875	0.5346534653465347	-66
1.9.0	org.apache.tools.ant.taskdefs.optional.extension.resolvers	3	1	6	1.0	0.0	-3
1.9.0	org.apache.tools.ant.taskdefs.optional.i18n	4	0	8	NaN	0.0	0
1.9.0	org.apache.tools.ant.taskdefs.optional.j2ee	3	0	7	0.5	0.5555555555555556	7
1.9.0	org.apache.tools.ant.taskdefs.optional.javacc	4	0	14	0.6666666666666666	0.0975609756097561	1
1.9.0	org.apache.tools.ant.taskdefs.optional.javah	5	1	14	0.65	0.2692307692307692	4
1.9.0	org.apache.tools.ant.taskdefs.optional.jlink	4	0	6	0.75	0.5	0
1.9.0	org.apache.tools.ant.taskdefs.optional.jsp	5	4	15	0.8333333333333334	0.24390243902439024	-7
1.9.0	org.apache.tools.ant.taskdefs.optional.jsp.compilers	4	1	15	0.6666666666666666	0.20512820512820512	2
1.9.0	org.apache.tools.ant.taskdefs.optional.native2ascii	5	1	11	0.7	0.3076923076923077	2
1.9.0	org.apache.tools.ant.taskdefs.optional.net	2	0	3	0.5833333333333334	0.7142857142857143	0
1.9.0	org.apache.tools.ant.taskdefs.optional.pvcs	4	0	12	0.5	0.14285714285714285	1
1.9.0	org.apache.tools.ant.taskdefs.optional.script	4	0	13	0.5	0.42857142857142855	0
1.9.0	org.apache.tools.ant.taskdefs.optional.sos	4	0	11	0.8333333333333334	0.3225806451612903	-5
1.9.0	org.apache.tools.ant.taskdefs.optional.testing	4	0	12	0.6	0.47058823529411764	2
1.9.0	org.apache.tools.ant.taskdefs.optional.unix	6	0	17	0.8333333333333334	0.12903225806451613	-2
1.9.0	org.apache.tools.ant.taskdefs.optional.vss	4	0	12	0.8782051282051282	0.4418604651162791	-46
1.9.0	org.apache.tools.ant.taskdefs.optional.windows	4	0	7	NaN	0.0	0
1.9.0	org.apache.tools.ant.taskdefs.rmic	4	1	19	0.8055555555555556	0.35443037974683544	-10
1.9.0	org.apache.tools.ant.types	12	408	89	0.9641441441441442	0.27658095899930507	-2447
1.9.0	org.apache.tools.ant.types.mappers	4	0	7	1.0	0.0	-1
1.9.0	org.apache.tools.ant.types.optional	6	0	12	0.9	0.12903225806451613	-6
1.9.0	org.apache.tools.ant.types.optional.depend	4	0	9	0.5	0.35294117647058826	1
1.9.0	org.apache.tools.ant.types.resources	11	73	46	0.9724025974025974	0.3359683794466403	-1398
1.9.0	org.apache.tools.ant.types.resources.comparators	4	4	7	0.9	0.3673469387755102	-27
1.9.0	org.apache.tools.ant.types.resources.selectors	7	22	20	0.9095238095238095	0.34234234234234234	-69
1.9.0	org.apache.tools.ant.types.selectors	8	16	26	0.9136636636636637	0.5793450881612091	-462
1.9.0	org.apache.tools.ant.types.selectors.modifiedselector	6	6	15	0.8454545454545455	0.5666666666666667	-27
1.9.0	org.apache.tools.ant.types.spi	1	1	3	0.5	0.2222222222222222	1
1.9.0	org.apache.tools.ant.util	9	247	33	0.9865464994775339	0.2893258426966292	-3670
1.9.0	org.apache.tools.ant.util.depend	3	4	3	0.5	0.2	1
1.9.0	org.apache.tools.ant.util.facade	2	6	4	0.5	0.125	1
1.9.0	org.apache.tools.ant.util.java15	1	1	1	NaN	0.0	0
1.9.0	org.apache.tools.ant.util.optional	2	0	6	1.0	0.0	-3
1.9.0	org.apache.tools.ant.util.regexp	2	12	3	0.7380952380952381	0.4074074074074074	1
1.9.0	org.apache.tools.bzip2	0	5	0	0.7380952380952381	0.7857142857142857	-5
1.9.0	org.apache.tools.mail	0	2	0	0.75	0.75	0
1.9.0	org.apache.tools.tar	1	4	2	0.8035714285714286	0.5789473684210527	-8
1.9.0	org.apache.tools.zip	0	16	0	0.925	0.8785714285714286	-602
